1    a0peysza                                 A T O M I C   M A S S   A D J U S T M E N T
0                                                     DATE 18 Nov 2003 TIME 14:12
0        *********************                               A=   0 TO 293
         * file : mass.mas03 *
         *********************

   This is one file out of a series of 3 files published in:
       "The Ame2003 atomic mass evaluation (II)"  by G.Audi, A.H.Wapstra and C.Thibault
           Nuclear Physics A729 p. 337-676, December 22, 2003.
                       for files : mass.mas03  atomic masses
                                   rct1.mas03  react and sep energies,  part 1
                                   rct2.mas03  react and sep energies,  part 2

   A fourth file  is the "Rounded" version of the atomic mass table (the first file)
                                   mass.mas03round  atomic masses "Rounded" version

   All files are 3179 lines long with 124 character per line.
       Headers are 39 lines long.

   Values in the files 1, 2 and 3 are exact (unrounded) copy of the published ones
   Values in the files 4          are exact             copy of the published ones

   col 1     :  Fortran character control: 1 = page feed  0 = line feed
   format    :  a1,i3,i5,i5,i5,1x,a3,a4,1x,f13.5,f11.5,f11.3,f9.3,1x,a2,f11.3,f9.3,1x,i3,1x,f12.5,f11.3,1x
                cc NZ  N  Z  A    el  o     mass  unc binding unc     B  beta  unc    atomic_mass   unc
   Warnings  :  this format is not identical to the one used in Ame1993 and Ame1995
                      in particular "Mass Excess" and "Atomic Mass" values are given now, when necessary,
                      with 5 digits after decimal point.
                      also, the "Binding Energy" column is replaced by a "Binding Energy per A" one.
                decimal point is replaced by # for (non-experimental) estimated values.
                * in place of value : not calculable

....+....1....+....2....+....3....+....4....+....5....+....6....+....7....+....8....+....9....+...10....+...11....+...12....

                                                               MASS LIST
                                                             for analysis

Data from NNDC sorted according N,Z, ElementName, MassExcess (keV), Binding Energy / A (keV)-Exp, Spin,Bind_Coul/A,Bind/A (RMF)
The table below is a combination of the NNDC files "mass.mass03" and "nubtab03.asc.mod.dat"

Two new columns added: binding energy from RMF Model with and without Coulomb field.
		       For nuclei heavier with A>39 an average of 10.5 MeV (14 MeV) is used in RMF-model.

  N    Z  Element  MassExcess(keV) BindEn/A(keV)    Spin       BindEn/A(keV)  BindEn/A (keV) - last two columns: RMF results
  48   44 92Ru    -74408.00000    8506.00000       0.0000   10500.00000   14000.00000
  47   45 92Rh    -63360.00000    8377.00000       6.0000   10500.00000   14000.00000
  46   46 92Pd    -55498.00000    8283.00000       0.0000   10500.00000   14000.00000
  59   34 93Se    -40716.00000    8223.00000       0.5000   10500.00000   14000.00000
  58   35 93Br    -53049.00000    8347.00000       1.5000   10500.00000   14000.00000
  57   36 93Kr    -64017.52344    8456.83398       0.5000   10500.00000   14000.00000
  56   37 93Rb    -72617.52344    8540.89453       2.5000   10500.00000   14000.00000
  55   38 93Sr    -80084.60938    8612.77344       2.5000   10500.00000   14000.00000
  54   39 93Y     -84223.15625    8648.86230       0.5000   10500.00000   14000.00000
  53   40 93Zr    -87117.03906    8671.56641       2.5000   10500.00000   14000.00000
  52   41 93Nb    -87208.28125    8664.13477       4.5000   10500.00000   14000.00000
  51   42 93Mo    -86803.49219    8651.37012       2.5000   10500.00000   14000.00000
  50   43 93Tc    -83602.53125    8608.53906       4.5000   10500.00000   14000.00000
  49   44 93Ru    -77265.53125    8531.98730       4.5000   10500.00000   14000.00000
  48   45 93Rh    -69173.00000    8437.00000       4.5000   10500.00000   14000.00000
  47   46 93Pd    -59699.00000    8326.00000       4.5000   10500.00000   14000.00000
  46   47 93Ag    -46780.00000    8179.00000       4.5000   10500.00000   14000.00000
  60   34 94Se    -36803.00000    8180.00000       0.0000   10500.00000   14000.00000
  58   36 94Kr    -61143.00000    8422.00000       0.0000   10500.00000   14000.00000
  57   37 94Rb    -68553.35156    8492.66309       3.0000   10500.00000   14000.00000
  56   38 94Sr    -78840.42969    8593.77734       0.0000   10500.00000   14000.00000
  55   39 94Y     -82348.50000    8622.77441       2.0000   10500.00000   14000.00000
  54   40 94Zr    -87266.83594    8666.77441       0.0000   10500.00000   14000.00000
  53   41 94Nb    -86364.50000    8648.85156       6.0000   10500.00000   14000.00000
  52   42 94Mo    -88409.71094    8662.28711       0.0000   10500.00000   14000.00000
  51   43 94Tc    -84153.96094    8608.69043       7.0000   10500.00000   14000.00000
  50   44 94Ru    -82567.89844    8583.49414       0.0000   10500.00000   14000.00000
  49   45 94Rh    -72938.00000    8473.00000       2.0000   10500.00000   14000.00000
  48   46 94Pd    -66350.00000    8394.00000       0.0000   10500.00000   14000.00000
  47   47 94Ag    -53300.00000    8247.00000       0.0000   10500.00000   14000.00000
  60   35 95Br    -43901.00000    8245.00000       1.5000   10500.00000   14000.00000
  59   36 95Kr    -56039.00000    8365.00000       0.5000   10500.00000   14000.00000
  58   37 95Rb    -65853.93750    8459.81348       2.5000   10500.00000   14000.00000
  57   38 95Sr    -75116.82812    8549.08203       0.5000   10500.00000   14000.00000
  56   39 95Y     -81207.07031    8604.95410       0.5000   10500.00000   14000.00000
  55   40 95Zr    -85657.76562    8643.56934       2.5000   10500.00000   14000.00000
  54   41 95Nb    -86781.89844    8647.16602       4.5000   10500.00000   14000.00000
  53   42 95Mo    -87707.49219    8648.67383       2.5000   10500.00000   14000.00000
  52   43 95Tc    -86016.87500    8622.64258       4.5000   10500.00000   14000.00000
  51   44 95Ru    -83449.82031    8587.38574       2.5000   10500.00000   14000.00000
  50   45 95Rh    -78339.82031    8525.36230       4.5000   10500.00000   14000.00000
  49   46 95Pd    -70151.00000    8431.00000       4.5000   10500.00000   14000.00000
  48   47 95Ag    -60100.00000    8317.00000       4.5000   10500.00000   14000.00000
  47   48 95Cd    -46696.00000    8168.00000       4.5000   10500.00000   14000.00000
  60   36 96Kr    -53030.00000    8330.00000       0.0000   10500.00000   14000.00000
  59   37 96Rb    -61224.64453    8407.54395       2.0000   10500.00000   14000.00000
  58   38 96Sr    -72938.96094    8521.41895       0.0000   10500.00000   14000.00000
  57   39 96Y     -78346.71094    8569.59961       0.0000   10500.00000   14000.00000
  56   40 96Zr    -85442.78906    8635.36816       0.0000   10500.00000   14000.00000
  55   41 96Nb    -85603.69531    8628.89453       6.0000   10500.00000   14000.00000
  54   42 96Mo    -88790.49219    8653.94141       0.0000   10500.00000   14000.00000
  53   43 96Tc    -85817.25781    8614.82129       7.0000   10500.00000   14000.00000
  52   44 96Ru    -86072.06250    8609.32617       0.0000   10500.00000   14000.00000
  51   45 96Rh    -79679.40625    8534.58594       6.0000   10500.00000   14000.00000
  50   46 96Pd    -76229.40625    8490.49902       0.0000   10500.00000   14000.00000
  49   47 96Ag    -64571.00000    8361.00000       8.0000   10500.00000   14000.00000
  48   48 96Cd    -56104.00000    8265.00000       0.0000   10500.00000   14000.00000
  62   35 97Br    -34652.00000    8146.00000       1.5000   10500.00000   14000.00000
  61   36 97Kr    -47916.00000    8275.00000       1.5000   10500.00000   14000.00000
  60   37 97Rb    -58356.31250    8374.50781       1.5000   10500.00000   14000.00000
  59   38 97Sr    -68788.10938    8473.98730       0.5000   10500.00000   14000.00000
  58   39 97Y     -76257.69531    8542.92676       0.5000   10500.00000   14000.00000
  57   40 97Zr    -82946.64844    8603.82031       0.5000   10500.00000   14000.00000
  56   41 97Nb    -85605.64062    8623.16699       4.5000   10500.00000   14000.00000
  55   42 97Mo    -87540.44531    8635.04785       2.5000   10500.00000   14000.00000
  54   43 97Tc    -87220.10938    8623.67969       4.5000   10500.00000   14000.00000
  53   44 97Ru    -86112.24219    8604.19336       2.5000   10500.00000   14000.00000
  52   45 97Rh    -82589.24219    8559.80762       4.5000   10500.00000   14000.00000
  51   46 97Pd    -77799.24219    8502.36133       2.5000   10500.00000   14000.00000
  50   47 97Ag    -70819.24219    8422.33691       4.5000   10500.00000   14000.00000
  49   48 97Cd    -60603.00000    8309.00000       4.5000   10500.00000   14000.00000
  48   49 97In    -47003.00000    8161.00000       4.5000   10500.00000   14000.00000
  62   36 98Kr    -44796.00000    8241.00000       0.0000   10500.00000   14000.00000
  61   37 98Rb    -54221.64453    8329.22266       0.0000   10500.00000   14000.00000
  60   38 98Sr    -66645.66406    8448.01562       0.0000   10500.00000   14000.00000
  59   39 98Y     -72467.42188    8499.43945       0.0000   10500.00000   14000.00000
  58   40 98Zr    -81286.92188    8581.45020       0.0000   10500.00000   14000.00000
  57   41 98Nb    -83528.54688    8596.34082       1.0000   10500.00000   14000.00000
  56   42 98Mo    -88111.72656    8635.12500       0.0000   10500.00000   14000.00000
  55   43 98Tc    -86427.77344    8609.95898       6.0000   10500.00000   14000.00000
  54   44 98Ru    -88224.46875    8620.30859       0.0000   10500.00000   14000.00000
  53   45 98Rh    -83174.81250    8560.79883       2.0000   10500.00000   14000.00000
  52   46 98Pd    -81299.95312    8533.68457       0.0000   10500.00000   14000.00000
  51   47 98Ag    -73060.61719    8441.62695       5.0000   10500.00000   14000.00000
  50   48 98Cd    -67630.61719    8378.23535       0.0000   10500.00000   14000.00000
  49   49 98In    -53896.00000    8230.00000       0.0000   10500.00000   14000.00000
  63   36 99Kr    -39495.00000    8186.00000       1.5000   10500.00000   14000.00000
  62   37 99Rb    -50878.87109    8292.85254       2.5000   10500.00000   14000.00000
  61   38 99Sr    -62185.67578    8399.16113       1.5000   10500.00000   14000.00000
  60   39 99Y     -70200.92188    8472.21973       2.5000   10500.00000   14000.00000
  59   40 99Zr    -77768.47656    8540.75781       0.5000   10500.00000   14000.00000
  58   41 99Nb    -82326.95312    8578.90039       4.5000   10500.00000   14000.00000
  57   42 99Mo    -85965.84375    8607.75391       0.5000   10500.00000   14000.00000
  56   43 99Tc    -87323.14062    8613.56152       4.5000   10500.00000   14000.00000
  55   44 99Ru    -87616.97656    8608.62695       2.5000   10500.00000   14000.00000
  54   45 99Rh    -85574.39062    8580.09277       0.5000   10500.00000   14000.00000
  53   46 99Pd    -82187.73438    8537.98242       2.5000   10500.00000   14000.00000
  52   47 99Ag    -76757.73438    8475.23145       4.5000   10500.00000   14000.00000
  51   48 99Cd    -69853.00000    8398.00000       2.5000   10500.00000   14000.00000
  50   49 99In    -61274.00000    8303.00000       4.5000   10500.00000   14000.00000
  49   50 99Sn    -47199.00000    8153.00000       4.5000   10500.00000   14000.00000
  64   36 100Kr   -36198.00000    8152.00000       0.0000   10500.00000   14000.00000
  63   37 100Rb   -46696.00000    8249.00000       3.0000   10500.00000   14000.00000
  62   38 100Sr   -60219.30859    8376.21777       0.0000   10500.00000   14000.00000
  61   39 100Y    -67294.30469    8439.14453       1.0000   10500.00000   14000.00000
  60   40 100Zr   -76604.30469    8524.42188       0.0000   10500.00000   14000.00000
  59   41 100Nb   -79939.30469    8549.94824       1.0000   10500.00000   14000.00000
  58   42 100Mo   -86184.30469    8604.57520       0.0000   10500.00000   14000.00000
  57   43 100Tc   -86016.22656    8595.07031       1.0000   10500.00000   14000.00000
  56   44 100Ru   -89218.98438    8619.27441       0.0000   10500.00000   14000.00000
  55   45 100Rh   -85584.22656    8575.10254       1.0000   10500.00000   14000.00000
  54   46 100Pd   -85226.21875    8563.70020       0.0000   10500.00000   14000.00000
  53   47 100Ag   -78148.38281    8485.09766       5.0000   10500.00000   14000.00000
  52   48 100Cd   -74249.82812    8438.28906       0.0000   10500.00000   14000.00000
  51   49 100In   -64169.82812    8329.66602       6.0000   10500.00000   14000.00000
  50   50 100Sn   -56779.82812    8247.94238       0.0000   10500.00000   14000.00000
  64   37 101Rb   -43597.23047    8216.37109       1.5000   10500.00000   14000.00000
  63   38 101Sr   -55407.23047    8325.55469       2.5000   10500.00000   14000.00000
  62   39 101Y    -64912.23047    8411.91797       2.5000   10500.00000   14000.00000
  61   40 101Zr   -73457.23438    8488.77637       1.5000   10500.00000   14000.00000
  60   41 101Nb   -78942.23438    8535.33691       2.5000   10500.00000   14000.00000
  59   42 101Mo   -83511.23438    8572.82910       0.5000   10500.00000   14000.00000
  58   43 101Tc   -86335.84375    8593.04883       4.5000   10500.00000   14000.00000
  57   44 101Ru   -87949.71875    8601.28223       2.5000   10500.00000   14000.00000
  56   45 101Rh   -87408.02344    8588.17285       0.5000   10500.00000   14000.00000
  55   46 101Pd   -85428.02344    8560.82324       2.5000   10500.00000   14000.00000
  54   47 101Ag   -81224.19531    8511.45508       4.5000   10500.00000   14000.00000
  53   48 101Cd   -75747.65625    8449.48633       2.5000   10500.00000   14000.00000
  52   49 101In   -68614.00000    8371.00000       4.5000   10500.00000   14000.00000
  51   50 101Sn   -59560.00000    8274.00000       2.5000   10500.00000   14000.00000
  64   38 102Sr   -53077.47266    8300.22168       0.0000   10500.00000   14000.00000
  62   40 102Zr   -71742.46875    8467.87207       0.0000   10500.00000   14000.00000
  61   41 102Nb   -76347.46875    8505.34863       1.0000   10500.00000   14000.00000
  60   42 102Mo   -83557.46875    8568.36523       0.0000   10500.00000   14000.00000
  59   43 102Tc   -84565.66406    8570.57910       1.0000   10500.00000   14000.00000
  58   44 102Ru   -89098.04688    8607.34375       0.0000   10500.00000   14000.00000
  57   45 102Rh   -86775.00781    8576.90039       1.0000   10500.00000   14000.00000
  56   46 102Pd   -87925.07812    8580.50488       0.0000   10500.00000   14000.00000
  55   47 102Ag   -82264.89062    8517.34277       5.0000   10500.00000   14000.00000
  54   48 102Cd   -79677.89062    8484.30957       0.0000   10500.00000   14000.00000
  53   49 102In   -70709.48438    8388.71387       6.0000   10500.00000   14000.00000
  52   50 102Sn   -64929.48828    8324.37695       0.0000   10500.00000   14000.00000
  64   39 103Y    -58936.00000    8347.00000       2.5000   10500.00000   14000.00000
  63   40 103Zr   -68372.02344    8431.29883       2.5000   10500.00000   14000.00000
  62   41 103Nb   -75317.02344    8491.13086       2.5000   10500.00000   14000.00000
  61   42 103Mo   -80847.02344    8537.22461       1.5000   10500.00000   14000.00000
  60   43 103Tc   -84597.02344    8566.03711       2.5000   10500.00000   14000.00000
  59   44 103Ru   -87258.77344    8584.28320       1.5000   10500.00000   14000.00000
  58   45 103Rh   -88022.18750    8584.09961       0.5000   10500.00000   14000.00000
  57   46 103Pd   -87479.10938    8571.23145       2.5000   10500.00000   14000.00000
  56   47 103Ag   -84791.36719    8537.54102       3.5000   10500.00000   14000.00000
  55   48 103Cd   -80649.45312    8489.73340       2.5000   10500.00000   14000.00000
  54   49 103In   -74599.45312    8423.39941       4.5000   10500.00000   14000.00000
  53   50 103Sn   -66974.00000    8342.00000       2.5000   10500.00000   14000.00000
  52   51 103Sb   -56178.00000    8229.00000       2.5000   10500.00000   14000.00000
  66   38 104Sr   -44404.00000    8212.00000       0.0000   10500.00000   14000.00000
  64   40 104Zr   -66341.00000    8408.00000       0.0000   10500.00000   14000.00000
  63   41 104Nb   -72223.66406    8457.34961       1.0000   10500.00000   14000.00000
  62   42 104Mo   -80328.66406    8527.75977       0.0000   10500.00000   14000.00000
  61   43 104Tc   -82486.16406    8540.98340       3.0000   10500.00000   14000.00000
  60   44 104Ru   -88088.87500    8587.33301       0.0000   10500.00000   14000.00000
  59   45 104Rh   -86949.82812    8568.85840       1.0000   10500.00000   14000.00000
  58   46 104Pd   -89390.04688    8584.79883       0.0000   10500.00000   14000.00000
  57   47 104Ag   -85111.39062    8536.13477       5.0000   10500.00000   14000.00000
  56   48 104Cd   -83974.67188    8517.68262       0.0000   10500.00000   14000.00000
  55   49 104In   -76106.62500    8434.50586       5.0000   10500.00000   14000.00000
  54   50 104Sn   -71591.62500    8383.57031       0.0000   10500.00000   14000.00000
  66   39 105Y    -51353.00000    8270.00000       2.5000   10500.00000   14000.00000
  64   41 105Nb   -70852.65625    8440.61719       2.5000   10500.00000   14000.00000
  63   42 105Mo   -77337.65625    8494.92773       2.5000   10500.00000   14000.00000
  62   43 105Tc   -82287.65625    8534.61914       1.5000   10500.00000   14000.00000
  61   44 105Ru   -85927.65625    8561.83496       1.5000   10500.00000   14000.00000
  60   45 105Rh   -87845.64062    8572.65137       3.5000   10500.00000   14000.00000
  59   46 105Pd   -88412.82812    8570.60156       2.5000   10500.00000   14000.00000
  58   47 105Ag   -87067.99219    8550.34277       0.5000   10500.00000   14000.00000
  57   48 105Cd   -84330.10156    8516.81738       2.5000   10500.00000   14000.00000
  56   49 105In   -79481.08594    8463.18457       4.5000   10500.00000   14000.00000
  55   50 105Sn   -73262.53125    8396.50879       2.5000   10500.00000   14000.00000
  54   51 105Sb   -63820.05469    8299.12988       2.5000   10500.00000   14000.00000
  53   52 105Te   -52499.00000    8184.00000       2.5000   10500.00000   14000.00000
  66   40 106Zr   -59699.00000    8339.00000       0.0000   10500.00000   14000.00000
  65   41 106Nb   -67096.00000    8402.00000       2.0000   10500.00000   14000.00000
  64   42 106Mo   -76255.07812    8480.71777       0.0000   10500.00000   14000.00000
  63   43 106Tc   -79775.07812    8506.54492       1.0000   10500.00000   14000.00000
  62   44 106Ru   -86322.07812    8560.92871       0.0000   10500.00000   14000.00000
  61   45 106Rh   -86361.47656    8553.91992       1.0000   10500.00000   14000.00000
  60   46 106Pd   -89902.47656    8579.94531       0.0000   10500.00000   14000.00000
  59   47 106Ag   -86937.34375    8544.59082       1.0000   10500.00000   14000.00000
  58   48 106Cd   -87132.50000    8539.05176       0.0000   10500.00000   14000.00000
  57   49 106In   -80606.45312    8470.10547       7.0000   10500.00000   14000.00000
  56   50 106Sn   -77425.20312    8432.71191       0.0000   10500.00000   14000.00000
  55   51 106Sb   -66330.00000    8321.00000       4.0000   10500.00000   14000.00000
  54   52 106Te   -58214.42969    8236.71680       0.0000   10500.00000   14000.00000
  68   39 107Y    -42718.00000    8185.00000       2.5000   10500.00000   14000.00000
  66   41 107Nb   -64916.00000    8378.00000       2.5000   10500.00000   14000.00000
  65   42 107Mo   -72942.86719    8445.93652       3.5000   10500.00000   14000.00000
  64   43 107Tc   -79102.86719    8496.19531       1.5000   10500.00000   14000.00000
